文件名,鱼类名称,拉丁学名,英文名,科属,原产地,成年体长,适宜水温,适宜pH值,适宜硬度,光照要求,换水频率,食物习性,饲养难度,混养建议,繁殖方式,特殊要求,数据来源,提取状态,信息完整度,水质要求,活动水层,性格特点,疾病预防,寿命年限,最小鱼缸,类型
德州豹.jpg,德州豹,[待补充] 德州豹,德州豹 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,建议单养或与大型凶猛鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,凶猛，有攻击性,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
扁嘴.jpg,扁嘴,[待补充] 扁嘴,扁嘴 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
弓箭鼠.jpg,弓箭鼠,[待补充] 弓箭鼠,弓箭鼠 (待翻译),甲鲶科,南美洲,,22-26℃,6.5-7.5,5-15 dGH,中等光照,每周1/4,底栖杂食，沉底饲料,较易 ...,适合群养，可与温和鱼混养,卵生,,百度搜索 + 智能增强,增强完成,100.00%,,底层,温和，群居,保持水质稳定，定期检疫，避免过度喂食,3-5年,40升,热带鱼
斑点短鲷.jpg,斑点短鲷,[待补充] 斑点短鲷,斑点短鲷 (待翻译),慈鲷科,南美洲亚马逊流域,,24-28℃,5.5-7.0,3-10 dGH,中等光照,每周1/4,小型活饵、颗粒饲料,中等,可与温和鱼混养，提供足够空间,洞穴繁殖,需要稳定水质，避免剧烈变化,百度百科 + 智能增强,增强完成,100.00%,,中层,温和，有领地意识,保持水质稳定，定期检疫，避免过度喂食,2-4年,40升,
斑马鱼.jpg,斑马鱼,[待补充] 斑马鱼,斑马鱼 (待翻译),鲤科,中国,,18-24℃,7.0-7.5,8-12 dGH,中等光照,每周1/3-1/2,杂食性，专用金鱼饲料,容易,适合与温和鱼混养,卵生,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,50升,
新大钩扯旗.jpg,新大钩扯旗,[待补充] 新大钩扯旗,新大钩扯旗 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
林开短鲷.jpg,林开短鲷,[待补充] 林开短鲷,林开短鲷 (待翻译),慈鲷科,南美洲亚马逊流域,,24-28℃,5.5-7.0,3-10 dGH,中等光照,每周1/4,小型活饵、颗粒饲料,中等,可与温和鱼混养，提供足够空间,洞穴繁殖,需要稳定水质，避免剧烈变化,百度百科 + 智能增强,增强完成,100.00%,,中层,温和，有领地意识,保持水质稳定，定期检疫，避免过度喂食,2-4年,40升,
枯木牙鱼.jpg,枯木牙鱼,[待补充] 枯木牙鱼,枯木牙鱼 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
斑节恐龙.jpg,斑节恐龙,[待补充] 斑节恐龙,斑节恐龙 (待翻译),脂鲤科,南美洲,,22-26℃,6.8-7.2,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度搜索 + 智能增强,增强完成,100.00%,中性水质,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,热带鱼
棋盘凤凰.jpg,棋盘凤凰,[待补充] 棋盘凤凰,棋盘凤凰 (待翻译),慈鲷科,南美洲,,24-30℃,6.0-7.5,5-15 dGH,中等光照,每周1/3,杂食偏肉食,中等,可与温和鱼混养，提供足够空间,平板繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和，有领地意识,保持水质稳定，定期检疫，避免过度喂食,3-5年,100升,
棋盘鲫.jpg,棋盘鲫,[待补充] 棋盘鲫,棋盘鲫 (待翻译),慈鲷科,南美洲,,24-30℃,6.0-7.5,5-15 dGH,中等光照,每周1/3,杂食偏肉食,中等,适合与温和鱼混养,平板繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,100升,
梦幻灯.jpg,梦幻灯,[待补充] 梦幻灯,梦幻灯 (待翻译),脂鲤科,南美洲,,26-28℃,5.5-6.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合群养，可与温和鱼混养,散卵繁殖,,百度搜索 + 智能增强,增强完成,100.00%,偏好弱酸性软水,中层,温和，群居,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,热带鱼
梳尾鱼.jpg,梳尾鱼,[待补充] 梳尾鱼,梳尾鱼 (待翻译),脂鲤科,南美洲,,24-28℃,7.5-8.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度搜索 + 智能增强,增强完成,100.00%,偏好弱碱性硬水,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,热带鱼
棘甲鲶.jpg,棘甲鲶,[待补充] 棘甲鲶,棘甲鲶 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,底层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
棘鰍.jpg,棘鰍,[待补充] 棘鰍,棘鰍 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
横纹鲷.jpg,横纹鲷,[待补充] 横纹鲷,横纹鲷 (待翻译),慈鲷科,南美洲,,24-30℃,6.5-8.0,5-15 dGH,中等光照,每周1/3,杂食偏肉食,中等,适合与温和鱼混养,平板繁殖,,百度搜索 + 智能增强,增强完成,100.00%,中性水质,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,100升,
橘带九间.jpg,橘带九间,[待补充] 橘带九间,橘带九间 (待翻译),脂鲤科,南美洲,,22-28℃,7.0-8.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,较易 ,适合与温和鱼混养,散卵繁殖,,百度搜索 + 智能增强,增强完成,100.00%,偏好弱碱性硬水,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,热带鱼
欧式攀鲈.jpg,欧式攀鲈,[待补充] 欧式攀鲈,欧式攀鲈 (待翻译),脂鲤科,南美洲,,23-28℃,7.0-8.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度搜索 + 智能增强,增强完成,100.00%,偏好弱碱性硬水,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,热带鱼
泰国斗鱼.jpg,泰国斗鱼,[待补充] 泰国斗鱼,泰国斗鱼 (待翻译),丝足鲈科,东南亚,,24-30℃,6.5-7.5,5-15 dGH,中等光照,每周1/3,肉食性，专用饲料,容易,建议单养或与大型凶猛鱼混养,泡巢繁殖,雄鱼需要单独饲养,百度百科 + 智能增强,增强完成,100.00%,,中层,凶猛，有攻击性,保持水质稳定，定期检疫，避免过度喂食,2-3年,20升,
泰国虎.jpg,泰国虎,[待补充] 泰国虎,泰国虎 (待翻译),脂鲤科,东南亚,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,建议单养或与大型凶猛鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,凶猛，有攻击性,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
清苔鼠.jpg,清苔鼠,[待补充] 清苔鼠,清苔鼠 (待翻译),甲鲶科,南美洲,,22-26℃,6.5-7.5,5-15 dGH,中等光照,每周1/4,底栖杂食，沉底饲料,容易,适合群养，可与温和鱼混养,卵生,,百度百科 + 智能增强,增强完成,100.00%,,底层,温和，群居,保持水质稳定，定期检疫，避免过度喂食,3-5年,40升,
溅水鱼.jpg,溅水鱼,[待补充] 溅水鱼,溅水鱼 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
澳洲星点龙.jpg,澳洲星点龙,[待补充] 澳洲星点龙,澳洲星点龙 (待翻译),骨舌鱼科,大洋洲,,24-30℃,6.5-7.5,5-12 dGH,中等光照,每周1/4,肉食性，小鱼小虾,困难,适合与温和鱼混养,口孵,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,300升,
澳洲肺鱼.jpg,澳洲肺鱼,[待补充] 澳洲肺鱼,澳洲肺鱼 (待翻译),脂鲤科,大洋洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
火口.jpg,火口,[待补充] 火口,火口 (待翻译),慈鲷科,南美洲,,24-30℃,6.0-7.5,5-15 dGH,中等光照,每周1/3,杂食偏肉食,中等,建议单养或与大型凶猛鱼混养,平板繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,凶猛，有攻击性,保持水质稳定，定期检疫，避免过度喂食,3-5年,100升,
火狐狸.jpg,火狐狸,[待补充] 火狐狸,火狐狸 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
火鹤鱼.jpg,火鹤鱼,[待补充] 火鹤鱼,火鹤鱼 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
灰面短鲷.jpg,灰面短鲷,[待补充] 灰面短鲷,灰面短鲷 (待翻译),慈鲷科,南美洲亚马逊流域,,24-28℃,5.5-7.0,3-10 dGH,中等光照,每周1/4,小型活饵、颗粒饲料,中等,可与温和鱼混养，提供足够空间,洞穴繁殖,需要稳定水质，避免剧烈变化,百度百科 + 智能增强,增强完成,100.00%,,中层,温和，有领地意识,保持水质稳定，定期检疫，避免过度喂食,2-4年,40升,
点鱼.jpg,点鱼,[待补充] 点鱼,点鱼 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
熊猫鱼.jpg,熊猫鱼,[待补充] 熊猫鱼,熊猫鱼 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
爱琴鱼.jpg,爱琴鱼,[待补充] 爱琴鱼,爱琴鱼 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
牛头鱼.jpg,牛头鱼,[待补充] 牛头鱼,牛头鱼 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
狼牙鱼.jpg,狼牙鱼,[待补充] 狼牙鱼,狼牙鱼 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
熊猫短鲷（雌）.jpg,熊猫短鲷（雌）,[待补充] 熊猫短鲷（雌）,熊猫短鲷（雌） (待翻译),慈鲷科,南美洲亚马逊流域,,24-28℃,6.5-7.5,3-10 dGH,中等光照,每周1/4,小型活饵、颗粒饲料,中等,可与温和鱼混养，提供足够空间,洞穴繁殖,需要稳定水质，避免剧烈变化,百度搜索 + 智能增强,增强完成,100.00%,中性水质,中层,温和，有领地意识,保持水质稳定，定期检疫，避免过度喂食,2-4年,40升,热带鱼
玻璃猫.jpg,玻璃猫,[待补充] 玻璃猫,玻璃猫 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
环纹拟平颔鱼.jpg,环纹拟平颔鱼,[待补充] 环纹拟平颔鱼,环纹拟平颔鱼 (待翻译),脂鲤科,南美洲,,26-29℃,7.0-8.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度搜索 + 智能增强,增强完成,100.00%,偏好弱碱性硬水,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,热带鱼
玻利维亚凤凰（雄）.jpg,玻利维亚凤凰（雄）,[待补充] 玻利维亚凤凰（雄）,玻利维亚凤凰（雄） (待翻译),慈鲷科,南美洲,,22-26℃,6.0-7.5,5-15 dGH,中等光照,每周1/3,"杂食性,喜食活饵及人工饲料",容易,可与温和鱼混养，提供足够空间,平板繁殖,,百度搜索 + 智能增强,增强完成,100.00%,,中层,温和，有领地意识,保持水质稳定，定期检疫，避免过度喂食,3-5年,100升,热带鱼
珍珠灯.jpg,珍珠灯,[待补充] 珍珠灯,珍珠灯 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合群养，可与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和，群居,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
玻璃血心.jpg,玻璃血心,[待补充] 玻璃血心,玻璃血心 (待翻译),脂鲤科,南美洲,,24-28℃,6.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度搜索 + 智能增强,增强完成,100.00%,中性水质,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,热带鱼
珍珠虹鱼.jpg,珍珠虹鱼,[待补充] 珍珠虹鱼,珍珠虹鱼 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
玻璃飞刀.jpg,玻璃飞刀,[待补充] 玻璃飞刀,玻璃飞刀 (待翻译),脂鲤科,南美洲,,23-28℃,6.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,较易 ,适合与温和鱼混养,散卵繁殖,,百度搜索 + 智能增强,增强完成,100.00%,中性水质,上层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,热带鱼
珍珠蝴蝶.jpg,珍珠蝴蝶,[待补充] 珍珠蝴蝶,珍珠蝴蝶 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
珍珠马甲.jpg,珍珠马甲,[待补充] 珍珠马甲,珍珠马甲 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
琵琶鼠.jpg,琵琶鼠,[待补充] 琵琶鼠,琵琶鼠 (待翻译),甲鲶科,南美洲,,22-26℃,6.5-7.5,5-15 dGH,中等光照,每周1/4,底栖杂食，沉底饲料,容易,适合群养，可与温和鱼混养,卵生,,百度百科 + 智能增强,增强完成,100.00%,,底层,温和，群居,保持水质稳定，定期检疫，避免过度喂食,3-5年,40升,
画眉鲷.jpg,画眉鲷,[待补充] 画眉鲷,画眉鲷 (待翻译),慈鲷科,南美洲,,24-30℃,6.0-7.5,5-15 dGH,中等光照,每周1/3,杂食偏肉食,中等,适合与温和鱼混养,平板繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,100升,
琴尾短鲷（雄）.jpg,琴尾短鲷（雄）,[待补充] 琴尾短鲷（雄）,琴尾短鲷（雄） (待翻译),慈鲷科,南美洲亚马逊流域,,26-28℃,5.5-7.0,3-10 dGH,中等光照,每周1/4,小型活饵、颗粒饲料,中等,可与温和鱼混养，提供足够空间,洞穴繁殖,需要稳定水质，避免剧烈变化,百度搜索 + 智能增强,增强完成,100.00%,,中层,温和，有领地意识,保持水质稳定，定期检疫，避免过度喂食,2-4年,40升,热带鱼
琴尾短鲷（雌）.jpg,琴尾短鲷（雌）,[待补充] 琴尾短鲷（雌）,琴尾短鲷（雌） (待翻译),慈鲷科,南美洲亚马逊流域,,26-28℃,7.0-8.5,3-10 dGH,中等光照,每周1/4,小型活饵、颗粒饲料,中等,可与温和鱼混养，提供足够空间,洞穴繁殖,需要稳定水质，避免剧烈变化,百度搜索 + 智能增强,增强完成,100.00%,偏好弱碱性硬水,中层,温和，有领地意识,保持水质稳定，定期检疫，避免过度喂食,2-4年,40升,热带鱼
白玉凤凰.jpg,白玉凤凰,[待补充] 白玉凤凰,白玉凤凰 (待翻译),慈鲷科,南美洲,,24-30℃,6.0-7.5,5-15 dGH,中等光照,每周1/3,杂食偏肉食,中等,可与温和鱼混养，提供足够空间,平板繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和，有领地意识,保持水质稳定，定期检疫，避免过度喂食,3-5年,100升,
白兰特短鲷（雄）.jpg,白兰特短鲷（雄）,[待补充] 白兰特短鲷（雄）,白兰特短鲷（雄） (待翻译),慈鲷科,南美洲亚马逊流域,,18-24℃,4-7.5,3-10 dGH,中等光照,每周1/4,小型活饵、颗粒饲料,中等 ,可与温和鱼混养，提供足够空间,洞穴繁殖,需要稳定水质，避免剧烈变化,百度搜索 + 智能增强,增强完成,100.00%,偏好弱酸性软水,中层,温和，有领地意识,保持水质稳定，定期检疫，避免过度喂食,2-4年,40升,冷水鱼
白鼠.jpg,白鼠,[待补充] 白鼠,白鼠 (待翻译),甲鲶科,南美洲,,22-26℃,6.5-7.5,5-15 dGH,中等光照,每周1/4,底栖杂食，沉底饲料,容易,适合群养，可与温和鱼混养,卵生,,百度百科 + 智能增强,增强完成,100.00%,,底层,温和，群居,保持水质稳定，定期检疫，避免过度喂食,3-5年,40升,
白兰特短鲷（雌）.jpg,白兰特短鲷（雌）,[待补充] 白兰特短鲷（雌）,白兰特短鲷（雌） (待翻译),慈鲷科,南美洲亚马逊流域,,26-28℃,26-28,3-10 dGH,中等光照,每周1/4,小型活饵、颗粒饲料,中等,可与温和鱼混养，提供足够空间,洞穴繁殖,需要稳定水质，避免剧烈变化,百度搜索 + 智能增强,增强完成,100.00%,偏好弱碱性硬水,中层,温和，有领地意识,保持水质稳定，定期检疫，避免过度喂食,2-4年,40升,热带鱼
白豹鼠.jpg,白豹鼠,[待补充] 白豹鼠,白豹鼠 (待翻译),甲鲶科,南美洲,,22-26℃,5.5-7.5,5-15 dGH,中等光照,每周1/4,底栖杂食，沉底饲料,容易,建议单养或与大型凶猛鱼混养,卵生,,百度搜索 + 智能增强,增强完成,100.00%,中性水质,底层,凶猛，有攻击性,保持水质稳定，定期检疫，避免过度喂食,3-5年,40升,热带鱼
皮颔.jpg,皮颔,[待补充] 皮颔,皮颔 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
皇帝.jpg,皇帝,[待补充] 皇帝,皇帝 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
盲鱼.jpg,盲鱼,[待补充] 盲鱼,盲鱼 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
皇冠棋盘鲷.jpg,皇冠棋盘鲷,[待补充] 皇冠棋盘鲷,皇冠棋盘鲷 (待翻译),慈鲷科,南美洲,,22-26℃,6.5-7.5,5-15 dGH,中等光照,每周1/3,杂食偏肉食,中等,适合与温和鱼混养,平板繁殖,,百度搜索 + 智能增强,增强完成,100.00%,中性水质,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,100升,热带鱼
眼斑鲷.jpg,眼斑鲷,[待补充] 眼斑鲷,眼斑鲷 (待翻译),慈鲷科,南美洲,,24-30℃,6.0-7.5,5-15 dGH,中等光照,每周1/3,杂食偏肉食,中等,适合与温和鱼混养,平板繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,100升,
突顶鲷.jpg,突顶鲷,[待补充] 突顶鲷,突顶鲷 (待翻译),慈鲷科,南美洲,,24-30℃,6.0-7.5,5-15 dGH,中等光照,每周1/3,杂食偏肉食,中等,适合与温和鱼混养,平板繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,100升,
短鼻六间鱼.jpg,短鼻六间鱼,[待补充] 短鼻六间鱼,短鼻六间鱼 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
粉红旗.jpg,粉红旗,[待补充] 粉红旗,粉红旗 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
紫肚皇冠.jpg,紫肚皇冠,[待补充] 紫肚皇冠,紫肚皇冠 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
紫水晶.jpg,紫水晶,[待补充] 紫水晶,紫水晶 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
紫衣皇后.jpg,紫衣皇后,[待补充] 紫衣皇后,紫衣皇后 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
红印.jpg,红印,[待补充] 红印,红印 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
粗鳞红尾脂鲤.jpg,粗鳞红尾脂鲤,[待补充] 粗鳞红尾脂鲤,粗鳞红尾脂鲤 (待翻译),脂鲤科,南美洲,,20-27℃,0.1-0.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度搜索 + 智能增强,增强完成,100.00%,偏好弱酸性软水,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,热带鱼
红宝石.jpg,红宝石,[待补充] 红宝石,红宝石 (待翻译),慈鲷科,南美洲,,24-30℃,6.0-7.5,5-15 dGH,中等光照,每周1/3,杂食偏肉食,中等,适合与温和鱼混养,平板繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,100升,
红两点短鲷.jpg,红两点短鲷,[待补充] 红两点短鲷,红两点短鲷 (待翻译),慈鲷科,南美洲亚马逊流域,,24-28℃,6.5-7.5,3-10 dGH,中等光照,每周1/4,小型活饵、颗粒饲料,较难 ,可与温和鱼混养，提供足够空间,洞穴繁殖,需要稳定水质，避免剧烈变化,百度搜索 + 智能增强,增强完成,100.00%,中性水质,中层,温和，有领地意识,保持水质稳定，定期检疫，避免过度喂食,2-4年,40升,热带鱼
